0.169882608	0.160531098	-1
0.436050004	0.426026837	-1
0.140494607	0.048773309	-1
0.210789335	0.130330239	-1
0.247662664	0.283190266	-1
0.016170021	0.270944143	-1
0.236223992	0.222213999	-1
0.194783513	0.3227218	-1
0.092963081	0.451429505	-1
0.103786341	0.381287026	-1
0.284775882	0.460459869	-1
0.338075359	0.324464722	-1
0.11540634	0.405188359	-1
0.16646607	0.246849455	-1
0.154999936	0.487416085	-1
0.243893121	0.45342415	-1
0.1484085	0.306446707	-1
0.088872664	0.196315078	-1
0.451432223	0.003544321	-1
0.478249819	0.33600519	-1
0.158999614	0.030728605	-1
6.00E-04	0.234627336	-1
0.415662674	0.15995117	-1
0.23555943	0.284319425	-1
0.296724444	0.127339679	-1
0.038837387	0.138048208	-1
0.377817771	0.159901472	-1
0.471682865	0.283794034	-1
0.321818553	0.33884586	-1
0.239190286	0.0355383	-1
0.28460399	0.374514427	-1
0.263974107	0.046106151	-1
0.045355348	0.022801279	-1
0.380469402	0.337591223	-1
0.162857204	0.451900173	-1
0.250396803	0.274825367	-1
0.08655917	0.04123308	-1
0.221776193	0.486154974	-1
0.170043327	0.131494831	-1
0.172281567	0.023647259	-1
0.414979899	0.415891046	-1
0.202700457	0.041773182	-1
0.45565568	0.307851635	-1
0.207794307	0.339600533	-1
0.147724292	0.419769751	-1
0.349951844	0.356578986	-1
0.199954112	0.050646113	-1
0.225686014	0.00611085	-1
0.234439366	0.057911203	-1
0.156245374	0.304274438	-1
0.728991543	0.620153039	1
0.541394192	0.703303974	1
0.515243255	0.562995563	1
0.869761389	0.750728128	1
0.927372888	0.549953017	1
0.880066251	0.665431134	1
0.749298661	0.533728028	1
0.835000023	0.581323951	1
0.662691913	0.711126473	1
0.673575253	0.557799364	1
0.564224422	0.566529423	1
0.548350757	0.963693802	1
0.898091272	0.944692903	1
0.791098257	0.618089743	1
0.539040299	0.723538516	1
0.684197179	0.62696692	1
0.771891004	0.561553163	1
0.765327666	0.77944611	1
0.595840497	0.992433751	1
0.689877354	0.551168871	1
0.93573077	0.991692626	1
0.95888567	0.985217403	1
0.887891061	0.876082317	1
0.840320135	0.882902768	1
0.655171309	0.796903031	1
0.758012433	0.637736082	1
0.834346622	0.882524154	1
0.615677609	0.595945757	1
0.779200261	0.803780771	1
0.643097999	0.636015788	1
0.874281585	0.948299071	1
0.577774167	0.717893381	1
0.797587637	0.976259551	1
0.918128469	0.799750739	1
0.855231347	0.750624337	1
0.833692325	0.796484815	1
0.867536486	0.659435125	1
0.783616675	0.789499863	1
0.853938642	0.616430986	1
0.567315783	0.941741664	1
0.70357383	0.718939949	1
0.580087594	0.995438519	1
0.549500392	0.87876635	1
0.792149856	0.832553123	1
0.577127222	0.832625588	1
0.841688972	0.969560378	1
0.741610382	0.593570761	1
0.841239786	0.918840471	1
0.974732425	0.993810677	1
0.741997299	0.938712587	1
